assignment_id,employee_id,task_id,sprint_id,is_fit,completion_delay_days
106,61,57,1,1,-1
107,29,57,1,1,3
108,90,57,1,1,3
109,54,58,1,1,3
110,95,59,1,1,-1
111,21,59,1,1,-1
112,79,59,1,1,7
113,86,60,1,0,20
114,28,60,1,0,13
115,27,60,1,0,19
116,10,61,1,1,0
117,52,61,1,1,4
118,31,62,1,0,12
119,79,63,1,1,1
120,64,63,1,1,3
121,90,64,1,0,15
122,41,64,1,1,3
123,97,64,1,0,30
124,42,65,1,1,2
125,94,65,1,1,1
126,36,66,1,1,-1
127,77,67,1,1,5
128,18,67,1,1,-1
129,45,67,1,0,13
130,84,68,1,1,0
131,69,68,1,1,6
132,55,68,1,0,27
133,25,68,1,1,6
134,20,69,1,0,14
135,77,69,1,1,0
136,100,70,1,1,2
137,57,70,1,1,5
138,61,71,1,1,2
139,16,71,1,1,-1
140,32,72,1,1,1
141,31,73,1,1,1
142,6,74,1,1,4
143,16,75,1,1,-1
144,35,75,1,0,19
145,68,75,1,0,23
146,50,75,1,1,7
147,71,76,1,1,5
148,74,76,1,1,3
149,10,77,1,1,2
150,72,78,1,0,10
151,21,78,1,0,28
152,15,79,1,1,2
153,74,80,1,1,6
154,40,80,1,1,5
155,61,80,1,1,5
156,13,81,1,1,4
157,5,81,1,1,0
158,55,82,1,0,3
159,88,83,1,1,-3
160,2,84,1,1,1
161,34,84,1,1,2
162,24,85,1,0,7
163,93,85,1,0,8
164,92,86,1,1,-3
165,89,87,1,1,2
166,75,87,1,1,3
167,56,87,1,0,29
168,87,87,1,1,-1
169,66,88,1,1,4
170,56,88,1,1,5
171,27,89,1,0,19
172,93,89,1,1,0
173,59,90,1,0,10
174,44,91,1,0,10
175,92,92,1,1,1
176,16,93,1,0,4
177,70,94,1,1,5
178,34,94,1,1,6
179,77,95,1,1,3
180,84,95,1,1,2
181,79,96,1,1,7
182,25,96,1,0,25
183,33,96,1,1,6
184,2,97,1,1,4
185,47,98,1,1,5
186,89,98,1,0,27
187,74,98,1,1,6
188,39,99,1,1,0
189,21,99,1,0,15
190,69,100,1,1,2
191,73,101,1,1,1
192,98,101,1,1,-1
193,10,101,1,1,1
194,3,101,1,1,6
195,28,102,1,1,4
196,19,102,1,1,-1
197,71,103,1,1,-1
198,7,104,1,1,-2
199,38,105,1,1,-1
200,53,106,1,1,2
201,8,106,1,0,26
202,86,107,1,0,28
203,98,107,1,0,23
204,95,108,1,0,15
205,15,109,1,0,12
206,36,109,1,0,15
207,95,109,1,0,17
208,41,109,1,0,15
209,23,110,1,0,17
210,65,110,1,0,15
211,18,111,1,0,24
212,11,111,1,0,12
213,10,111,1,0,17
214,58,112,1,0,16
215,26,112,1,0,18
216,65,113,1,0,14
217,82,113,1,0,12
218,8,113,1,0,11
219,75,113,1,1,3
220,65,114,1,0,24
221,83,114,1,0,22
222,94,114,1,1,7
223,66,115,1,1,3
224,93,115,1,1,-2
225,95,116,1,1,-1
226,79,116,1,0,18
227,19,117,1,0,5
228,92,118,1,1,-1
229,16,119,1,0,12
230,25,119,1,1,5
231,35,120,1,0,11
232,33,121,1,1,2
233,49,122,1,1,3
234,82,122,1,1,-1
235,32,123,1,0,23
236,46,123,1,1,7
237,99,123,1,1,6
238,63,123,1,0,11
239,27,124,1,1,-1
240,55,125,1,0,17
241,52,125,1,1,3
242,94,125,1,0,27
243,64,126,1,1,3
244,24,127,1,0,13
245,52,127,1,0,10
246,77,128,1,1,3
247,33,129,1,1,0
248,91,130,1,1,0
249,74,131,1,1,3
250,6,132,1,1,-2
251,66,132,1,1,2
252,46,133,1,0,13
253,59,133,1,0,11
254,36,134,1,0,16
255,58,134,1,0,17
256,85,135,1,1,5
257,65,135,1,0,18
258,98,136,1,0,14
259,42,136,1,0,11
260,93,137,1,1,-1
261,36,138,1,1,1
262,47,138,1,1,3
263,38,138,1,1,5
264,69,138,1,0,20
265,84,139,1,1,5
266,27,139,1,0,6
267,49,140,1,1,1
268,37,140,1,1,4
269,35,141,1,1,0
270,16,141,1,1,-2
271,43,142,1,1,3
272,56,143,1,1,0
273,68,144,1,1,3
274,12,145,1,1,2
275,76,145,1,1,3
276,33,146,1,1,7
277,80,146,1,1,6
278,99,146,1,1,3
279,65,147,1,1,1
280,33,147,1,0,19
281,12,148,1,0,19
282,52,148,1,1,5
283,51,148,1,1,-1
284,50,149,1,0,18
285,66,149,1,0,15
286,31,150,1,0,14
287,25,150,1,0,30
288,41,150,1,1,3
289,36,150,1,0,11
290,28,151,1,0,15
291,15,151,1,1,7
292,47,151,1,0,21
293,81,152,1,0,25
294,61,152,1,1,3
295,53,152,1,1,4
296,72,153,1,0,22
297,7,153,1,0,27
298,36,153,1,1,5
299,32,153,1,1,7
300,58,154,1,1,5
301,34,154,1,0,21
302,85,155,1,1,3
303,82,156,1,1,-3
304,72,157,1,0,7
305,17,157,1,1,-2
306,99,158,1,1,0
307,86,159,1,1,4
308,47,160,1,0,19
309,77,160,1,1,4
310,90,161,1,1,2
311,90,162,1,1,0
312,89,162,1,0,21
313,93,163,1,1,1
314,78,163,1,0,19
315,15,164,1,1,-2
316,32,164,1,1,3
317,3,165,1,1,1
318,73,166,1,1,1
319,49,167,1,1,1
320,55,167,1,0,27
321,59,167,1,1,1
322,22,167,1,1,-1
323,70,168,1,1,-1
324,55,168,1,1,-1
325,30,169,1,1,-3
326,100,170,1,1,7
327,55,170,1,1,-1
328,6,170,1,0,26
329,100,171,1,1,5
330,86,172,1,0,20
331,14,172,1,1,0
332,42,172,1,1,7
333,92,172,1,1,5
334,80,173,1,0,7
335,70,173,1,1,-1
336,85,174,1,0,11
337,11,175,1,1,6
338,39,175,1,1,0
339,13,175,1,1,4
340,86,176,1,1,-1
341,34,176,1,1,-1
342,27,177,1,0,27
343,60,177,1,1,7
344,10,178,1,0,23
345,64,178,1,0,11
346,67,178,1,0,29
347,19,179,1,1,0
348,32,180,1,0,11
349,19,180,1,1,2
350,79,181,1,0,19
351,83,181,1,1,-2
352,20,182,1,0,7
353,2,183,1,1,3
354,6,184,1,1,0
355,64,185,1,0,6
356,22,185,1,1,1
357,70,186,1,1,4
358,23,186,1,1,0
359,54,187,1,1,5
360,71,187,1,0,24
361,24,187,1,1,2
362,42,187,1,1,0
363,21,188,1,1,5
364,67,189,1,1,2
365,44,189,1,1,2
366,95,189,1,0,18
367,45,190,1,1,0
368,24,191,1,0,14
369,60,191,1,1,3
370,73,192,1,1,0
371,11,192,1,1,5
372,18,193,1,0,9
373,64,194,1,0,8
374,95,195,1,0,17
375,53,195,1,1,5
376,81,195,1,0,22
377,7,195,1,0,20
378,73,196,1,0,26
379,31,196,1,1,4
380,91,197,1,1,0
381,25,197,1,1,2
382,77,198,1,1,3
383,8,199,1,1,3
384,32,200,1,0,16
385,45,200,1,0,15
386,97,201,2,0,11
387,48,201,2,1,-1
388,95,202,2,1,0
389,44,202,2,1,6
390,89,202,2,1,4
391,31,203,2,1,6
392,84,203,2,0,11
393,82,203,2,1,2
394,52,203,2,1,6
395,91,204,2,0,19
396,97,204,2,1,-1
397,24,205,2,1,5
398,39,205,2,1,0
399,82,206,2,1,3
400,5,207,2,1,7
401,100,207,2,1,3
402,54,207,2,1,1
403,6,208,2,1,-2
404,48,209,2,0,8
405,9,209,2,0,7
406,58,210,2,0,19
407,41,211,2,0,16
408,91,212,2,1,2
409,56,213,2,1,6
410,58,213,2,1,1
411,24,213,2,1,3
412,15,214,2,0,20
413,38,214,2,0,16
414,36,215,2,1,4
415,25,216,2,0,15
416,58,217,2,1,0
417,26,218,2,1,5
418,51,219,2,1,1
419,58,219,2,1,5
420,80,220,2,1,2
421,97,221,2,1,4
422,72,221,2,1,4
423,59,222,2,0,21
424,55,222,2,0,13
425,30,222,2,1,7
426,53,222,2,1,3
427,23,223,2,1,5
428,72,223,2,1,2
429,87,224,2,1,4
430,92,224,2,1,1
431,20,225,2,1,0
432,85,225,2,1,4
433,30,226,2,1,0
434,63,226,2,1,5
435,70,227,2,1,-3
436,98,228,2,1,4
437,21,229,2,1,-1
438,33,230,2,1,5
439,19,231,2,1,0
440,23,232,2,1,1
441,15,233,2,1,-1
442,22,234,2,1,4
443,33,235,2,1,7
444,6,235,2,0,27
445,31,236,2,0,11
446,85,237,2,1,4
447,24,237,2,1,-1
448,16,238,2,1,-1
449,46,239,2,1,3
450,69,239,2,0,19
451,62,240,2,0,13
452,32,240,2,1,0
453,38,241,2,1,-1
454,70,241,2,1,-1
455,63,242,2,1,5
456,34,243,2,0,21
457,25,243,2,1,-1
458,52,244,2,1,4
459,21,244,2,0,17
460,97,245,2,1,-1
461,98,246,2,1,0
462,59,247,2,0,12
463,57,247,2,1,0
464,99,248,2,1,4
465,25,248,2,0,19
466,47,248,2,1,5
467,90,249,2,1,3
468,25,250,2,0,9
469,96,251,2,1,5
470,86,251,2,1,1
471,2,252,2,0,12
472,57,252,2,1,4
473,76,252,2,1,-1
474,29,252,2,0,29
475,23,253,2,1,5
476,36,254,2,1,1
477,48,255,2,0,13
478,41,255,2,1,1
479,60,256,2,1,6
480,85,256,2,0,16
481,39,256,2,0,19
482,100,257,2,1,1
483,80,257,2,0,24
484,52,257,2,0,20
485,42,258,2,1,2
486,12,258,2,1,0
487,3,259,2,1,0
488,30,259,2,1,5
489,82,260,2,0,27
490,56,260,2,1,0
491,22,261,2,0,23
492,65,261,2,0,28
493,31,262,2,0,4
494,12,263,2,0,30
495,54,263,2,0,14
496,68,263,2,0,11
497,6,264,2,1,7
498,63,264,2,1,0
499,38,264,2,1,7
500,85,264,2,1,3
501,42,265,2,1,1
502,57,265,2,0,29
503,49,265,2,1,-1
504,81,266,2,1,-3
505,88,267,2,0,7
506,37,268,2,1,7
507,65,268,2,1,3
508,100,268,2,1,5
509,12,269,2,1,6
510,11,269,2,1,4
511,3,270,2,1,5
512,58,270,2,1,4
513,60,270,2,1,0
514,40,271,2,1,1
515,14,272,2,0,23
516,87,272,2,1,1
517,59,273,2,0,8
518,25,274,2,1,1
519,76,275,2,1,-1
520,30,276,2,1,6
521,93,276,2,0,30
522,84,276,2,1,3
523,9,276,2,0,13
524,81,277,2,0,18
525,79,278,2,1,-3
526,43,279,2,1,7
527,15,279,2,1,0
528,16,279,2,1,0
529,55,280,2,1,3
530,8,281,2,1,-2
531,44,281,2,1,3
532,6,282,2,0,20
533,34,282,2,1,3
534,79,282,2,0,26
535,38,282,2,1,7
536,8,283,2,1,0
537,92,283,2,1,3
538,3,283,2,1,-1
539,23,284,2,1,2
540,38,285,2,1,5
541,89,285,2,0,8
542,20,286,2,1,1
543,38,286,2,1,-1
544,81,287,2,0,10
545,68,288,2,0,29
546,55,288,2,0,11
547,79,289,2,0,13
548,85,289,2,1,3
549,99,290,2,1,2
550,9,290,2,0,9
551,97,291,2,0,10
552,3,291,2,0,17
553,67,292,2,1,3
554,85,293,2,1,4
555,39,293,2,0,12
556,64,294,2,0,5
557,18,295,2,1,6
558,68,295,2,0,25
559,62,296,2,1,3
560,56,296,2,1,2
561,10,297,2,1,1
562,15,298,2,1,-1
563,68,299,2,0,8
564,93,299,2,1,5
565,34,300,2,1,-1
566,57,301,2,0,7
567,32,302,2,1,1
568,30,302,2,0,15
569,59,302,2,0,11
570,22,303,2,0,11
571,36,303,2,1,0
572,92,303,2,0,20
573,95,303,2,1,7
574,76,304,2,1,2
575,30,304,2,1,-1
576,47,305,2,0,10
577,29,305,2,0,19
578,52,306,2,0,20
579,40,306,2,1,4
580,17,307,2,1,4
581,35,307,2,0,10
582,43,307,2,1,2
583,29,308,2,1,-1
584,70,309,2,1,3
585,31,310,2,1,7
586,51,310,2,0,19
587,14,310,2,0,30
588,90,311,2,1,1
589,91,312,2,1,5
590,24,313,2,0,27
591,90,313,2,1,2
592,12,313,2,0,29
593,20,314,2,0,11
594,24,314,2,0,26
595,57,314,2,1,7
596,19,314,2,1,4
597,85,315,2,1,2
598,48,316,2,0,11
599,42,316,2,1,7
600,85,317,2,1,-1
601,82,317,2,1,-1
602,12,317,2,0,28
603,12,318,2,1,2
604,14,319,2,0,4
605,74,320,2,1,5
606,45,320,2,1,5
607,24,320,2,1,5
608,21,320,2,1,7
609,83,321,2,0,22
610,47,321,2,1,2
611,53,322,2,1,-1
612,69,323,2,1,4
613,78,324,2,1,-1
614,72,325,2,1,2
615,29,326,2,0,17
616,63,326,2,1,0
617,57,326,2,1,6
618,93,326,2,1,-1
619,5,327,2,1,-1
620,70,327,2,1,3
621,78,328,2,1,4
622,85,328,2,1,1
623,99,329,2,1,0
624,24,330,2,0,20
625,5,331,2,0,6
626,65,331,2,0,16
627,35,332,2,0,8
628,33,333,2,1,5
629,20,333,2,1,1
630,98,334,2,0,10
631,44,335,2,0,8
632,96,335,2,1,2
633,57,336,2,0,19
634,8,337,2,1,5
635,66,337,2,0,29
636,50,338,2,0,15
637,85,339,2,0,11
638,74,339,2,1,-2
639,43,340,2,1,5
640,67,341,2,1,3
641,68,341,2,1,7
642,31,341,2,0,19
643,13,341,2,1,7
644,76,342,2,1,3
645,96,343,2,1,3
646,44,344,2,1,2
647,69,344,2,1,-1
648,84,345,2,0,14
649,89,345,2,1,2
650,20,346,2,1,0
651,87,347,2,0,13
652,52,347,2,0,16
653,99,348,2,1,7
654,48,348,2,0,27
655,71,348,2,0,11
656,65,349,2,1,-2
657,12,349,2,1,4
658,95,350,2,1,0
659,77,351,2,1,5
660,8,352,2,1,1
661,1,353,2,0,10
662,80,353,2,0,23
663,45,353,2,0,15
664,27,354,2,1,7
665,72,354,2,1,4
666,60,355,2,1,4
667,99,356,2,1,2
668,12,357,2,1,-1
669,59,357,2,1,5
670,100,358,2,0,12
671,29,358,2,0,23
672,47,359,2,1,3
673,71,360,2,0,28
674,81,360,2,0,11
675,32,360,2,0,18
676,69,360,2,0,28
677,62,361,2,1,3
678,48,362,2,0,12
679,61,363,2,0,20
680,24,364,2,1,5
681,39,364,2,1,7
682,35,365,2,1,-1
683,94,366,2,1,-1
684,11,366,2,1,4
685,69,367,2,1,7
686,29,367,2,0,23
687,58,367,2,1,5
688,97,367,2,1,3
689,78,368,2,1,-3
690,11,369,2,0,8
691,29,370,2,1,-3
692,86,371,2,1,0
693,70,371,2,1,1
694,50,372,2,1,7
695,43,372,2,1,4
696,75,372,2,0,10
697,30,373,2,1,1
698,37,374,2,1,6
699,77,374,2,1,1
700,30,374,2,0,23
701,40,375,2,0,30
702,56,375,2,1,2
703,68,376,2,1,4
704,22,377,2,1,4
705,58,377,2,0,30
706,22,378,2,0,9
707,52,378,2,1,0
708,94,379,2,0,13
709,45,379,2,0,18
710,3,380,2,1,3
711,26,381,2,1,0
712,92,381,2,1,-2
713,89,382,2,1,2
714,59,383,2,1,5
715,66,383,2,0,14
716,33,384,2,0,18
717,9,384,2,1,5
718,74,385,2,1,4
719,60,385,2,1,3
720,62,386,2,0,7
721,22,386,2,0,16
722,38,387,2,1,5
723,26,387,2,0,20
724,15,387,2,0,23
725,15,388,2,1,7
726,32,388,2,1,2
727,60,389,2,1,0
728,5,390,2,1,4
729,42,391,2,1,2
730,80,391,2,1,4
731,66,391,2,0,24
732,17,391,2,0,24
733,63,392,2,1,4
734,59,392,2,0,15
735,50,393,2,0,11
736,5,393,2,0,13
737,32,394,2,1,-2
738,77,395,2,1,0
739,10,396,2,1,-2
740,70,397,2,1,-3
741,41,398,2,1,-1
742,49,398,2,0,18
743,40,399,2,0,26
744,69,399,2,0,20
745,97,399,2,1,5
746,56,399,2,1,4
747,72,400,2,1,2
748,91,401,3,1,1
749,11,401,3,1,0
750,34,402,3,1,0
751,89,403,3,1,0
752,62,404,3,1,6
753,56,404,3,1,1
754,100,404,3,1,6
755,57,405,3,0,3
756,43,406,3,1,5
757,88,406,3,1,5
758,19,406,3,0,24
759,28,407,3,1,-3
760,31,408,3,1,2
761,3,408,3,1,5
762,51,409,3,1,3
763,99,409,3,1,4
764,100,409,3,1,-1
765,70,410,3,1,2
766,31,410,3,1,-1
767,66,410,3,1,4
768,30,410,3,0,12
769,100,411,3,0,28
770,72,411,3,0,29
771,2,411,3,1,1
772,57,412,3,1,3
773,11,413,3,1,7
774,73,413,3,1,3
775,57,414,3,1,0
776,73,414,3,1,5
777,96,415,3,1,0
778,73,415,3,1,3
779,63,416,3,1,5
780,51,416,3,1,0
781,28,416,3,0,12
782,38,416,3,0,18
783,75,417,3,0,12
784,97,417,3,1,6
785,1,417,3,0,21
786,59,418,3,1,0
787,27,419,3,1,2
788,97,420,3,1,0
789,76,421,3,0,6
790,54,421,3,1,5
791,3,422,3,1,-2
792,97,423,3,1,0
793,65,424,3,1,2
794,84,425,3,1,3
795,86,426,3,1,0
796,23,427,3,1,5
797,45,427,3,0,13
798,26,428,3,1,1
799,37,429,3,1,-1
800,28,429,3,0,12
801,65,430,3,1,-2
802,59,431,3,1,3
803,27,431,3,1,1
804,11,432,3,1,0
805,6,432,3,1,1
806,27,433,3,1,0
807,70,434,3,0,8
808,31,434,3,0,15
809,54,435,3,1,1
810,66,435,3,1,-1
811,42,436,3,1,-1
812,58,436,3,0,19
813,44,437,3,1,-2
814,10,438,3,0,9
815,24,438,3,1,-1
816,100,439,3,0,10
817,6,439,3,0,20
818,1,440,3,0,12
819,6,441,3,0,12
820,37,441,3,1,0
821,97,441,3,1,2
822,6,442,3,0,30
823,43,442,3,0,23
824,79,443,3,1,0
825,26,443,3,1,7
826,4,443,3,0,14
827,60,444,3,0,12
828,100,444,3,1,5
829,55,444,3,0,17
830,42,445,3,1,5
831,11,446,3,1,0
832,31,446,3,1,0
833,4,447,3,1,2
834,94,447,3,1,0
835,34,448,3,1,2
836,72,449,3,1,2
837,18,449,3,1,2
838,89,450,3,1,6
839,7,450,3,1,1
840,72,450,3,1,3
841,87,451,3,1,-2
842,59,451,3,1,-2
843,39,452,3,1,0
844,90,453,3,0,30
845,3,453,3,0,20
846,56,454,3,1,-1
847,16,455,3,1,-1
848,86,455,3,1,7
849,89,456,3,1,2
850,12,456,3,1,2
851,49,457,3,1,1
852,45,458,3,1,2
853,92,459,3,1,1
854,18,459,3,0,14
855,56,460,3,1,-1
856,4,460,3,1,-1
857,94,460,3,1,5
858,57,460,3,1,3
859,33,461,3,1,5
860,93,462,3,1,7
861,34,462,3,1,4
862,63,462,3,1,0
863,11,462,3,1,7
864,65,463,3,0,23
865,16,463,3,1,1
866,39,464,3,1,4
867,29,465,3,1,-1
868,48,465,3,0,8
869,20,466,3,1,5
870,38,466,3,1,-1
871,92,467,3,1,2
872,44,467,3,1,-1
873,65,468,3,1,-1
874,81,468,3,1,4
875,67,469,3,0,12
876,31,470,3,0,7
877,24,471,3,1,0
878,88,471,3,0,14
879,59,471,3,1,-1
880,82,471,3,1,2
881,51,472,3,1,-1
882,89,473,3,1,3
883,98,474,3,1,5
884,15,475,3,0,7
885,59,475,3,1,5
886,24,476,3,1,0
887,61,477,3,1,-3
888,35,478,3,1,0
889,6,479,3,1,-2
890,57,480,3,1,2
891,76,481,3,0,10
892,19,482,3,1,-2
893,100,483,3,1,1
894,78,484,3,0,18
895,77,484,3,0,13
896,34,485,3,1,4
897,90,485,3,1,-2
898,31,486,3,1,-1
899,71,486,3,0,25
900,37,487,3,1,2
901,99,487,3,1,-1
902,92,487,3,0,17
903,99,488,3,0,15
904,30,488,3,1,4
905,92,488,3,0,21
906,2,489,3,0,15
907,17,489,3,1,1
908,58,490,3,0,8
909,93,490,3,1,-1
910,23,491,3,0,20
911,10,491,3,1,2
912,71,492,3,1,3
913,40,492,3,1,0
914,78,493,3,0,19
915,37,493,3,1,-1
916,90,494,3,1,-1
917,48,495,3,1,5
918,96,495,3,0,25
919,37,496,3,1,3
920,93,496,3,1,0
921,58,497,3,1,-1
922,30,498,3,1,2
923,87,499,3,1,3
924,10,500,3,1,0
925,24,500,3,0,14
926,83,500,3,1,0
927,92,500,3,1,4
928,75,501,3,1,3
929,95,502,3,1,0
930,85,502,3,1,-1
931,19,502,3,1,5
932,68,503,3,0,12
933,76,503,3,1,4
934,14,504,3,1,3
935,62,505,3,0,13
936,84,505,3,1,-2
937,66,506,3,1,1
938,89,506,3,0,22
939,38,507,3,1,-3
940,97,508,3,0,17
941,91,509,3,1,4
942,23,510,3,1,-2
943,90,511,3,1,2
944,15,511,3,0,16
945,45,512,3,1,-3
946,49,513,3,1,-2
947,66,514,3,0,10
948,58,515,3,1,1
949,40,515,3,1,2
950,33,516,3,0,18
951,47,516,3,1,7
952,75,516,3,1,4
953,34,516,3,0,22
954,97,517,3,1,2
955,57,517,3,1,-1
956,55,518,3,0,21
957,20,518,3,1,5
958,94,519,3,0,11
959,60,520,3,0,25
960,80,520,3,1,2
961,7,521,3,0,17
962,85,522,3,0,29
963,77,522,3,1,6
964,95,523,3,0,14
965,93,523,3,1,0
966,37,524,3,0,19
967,100,524,3,0,11
968,81,525,3,1,3
969,12,525,3,1,-1
970,79,525,3,1,7
971,83,525,3,1,0
972,3,526,3,0,13
973,53,526,3,1,0
974,73,526,3,1,7
975,67,527,3,0,15
976,39,527,3,1,1
977,8,527,3,1,5
978,85,527,3,1,4
979,11,528,3,1,4
980,100,528,3,1,3
981,61,528,3,1,6
982,53,529,3,0,20
983,94,529,3,1,5
984,84,529,3,1,0
985,3,529,3,1,2
986,90,530,3,1,3
987,1,530,3,1,0
988,42,531,3,1,-2
989,74,532,3,0,9
990,53,533,3,1,6
991,92,533,3,1,0
992,82,533,3,0,10
993,38,533,3,1,6
994,22,534,3,1,3
995,49,535,3,0,11
996,88,536,3,1,3
997,71,536,3,1,-1
998,18,537,3,0,9
999,68,538,3,0,6
1000,33,539,3,1,-2
1001,52,540,3,1,-2
1002,98,541,3,1,-1
1003,17,542,3,0,19
1004,41,542,3,1,2
1005,84,543,3,1,1
1006,13,544,3,0,21
1007,27,544,3,1,3
1008,33,544,3,1,0
1009,51,544,3,0,20
1010,100,545,3,1,3
1011,62,545,3,1,7
1012,39,545,3,0,11
1013,18,545,3,0,29
1014,66,546,3,1,-2
1015,99,547,3,1,4
1016,39,547,3,1,1
1017,18,548,3,0,25
1018,12,548,3,0,21
1019,43,549,3,0,11
1020,27,550,3,1,2
1021,69,551,3,1,-2
1022,78,552,3,1,1
1023,27,552,3,1,2
1024,82,553,3,0,13
1025,10,553,3,0,30
1026,40,553,3,0,29
1027,88,554,3,1,4
1028,25,555,3,0,20
1029,85,555,3,0,28
1030,54,555,3,0,24
1031,71,556,3,1,-1
1032,46,557,3,1,-2
1033,41,558,3,1,1
1034,36,558,3,0,12
1035,81,559,3,1,0
1036,64,560,3,0,9
1037,80,561,3,0,20
1038,28,561,3,0,26
1039,11,562,3,0,9
1040,67,563,3,1,-1
1041,91,564,3,1,-2
1042,9,565,3,0,15
1043,28,566,3,1,5
1044,62,566,3,1,1
1045,86,567,3,1,2
1046,69,567,3,1,1
1047,31,568,3,1,1
1048,73,569,3,1,3
1049,27,569,3,0,29
1050,24,570,3,1,2
1051,96,571,3,0,3
1052,65,572,3,1,5
1053,58,572,3,1,1
1054,59,573,3,0,18
1055,19,573,3,0,14
1056,63,573,3,1,0
1057,95,574,3,0,13
1058,41,574,3,1,1
1059,66,575,3,1,4
1060,93,575,3,1,-2
1061,91,576,3,1,1
1062,65,576,3,1,-1
1063,53,577,3,0,13
1064,9,577,3,0,30
1065,23,577,3,1,3
1066,7,577,3,1,-1
1067,24,578,3,1,2
1068,56,579,3,1,0
1069,70,580,3,1,3
1070,77,581,3,1,-2
1071,59,582,3,1,-1
1072,94,583,3,1,0
1073,5,583,3,1,6
1074,66,583,3,1,5
1075,19,583,3,1,6
1076,48,584,3,1,-2
1077,67,584,3,0,19
1078,26,585,3,0,18
1079,97,586,3,1,-2
1080,26,586,3,0,20
1081,94,587,3,0,11
1082,21,587,3,1,4
1083,78,587,3,1,7
1084,19,587,3,0,28
1085,42,588,3,1,2
1086,79,589,3,1,6
1087,14,589,3,1,5
1088,95,589,3,1,7
1089,65,589,3,0,29
1090,47,590,3,1,5
1091,85,591,3,0,11
1092,31,591,3,1,7
1093,36,591,3,0,22
1094,4,591,3,0,12
1095,60,592,3,1,5
1096,30,593,3,1,-2
1097,33,594,3,1,0
1098,51,594,3,0,29
1099,69,595,3,0,13
1100,82,595,3,0,11
1101,77,596,3,1,4
1102,82,596,3,0,13
1103,13,596,3,1,2
1104,71,596,3,1,4
1105,97,597,3,0,17
1106,18,597,3,1,0
1107,65,598,3,1,4
1108,27,599,3,1,-2
1109,59,600,3,0,16
1110,31,600,3,1,0
1111,62,601,4,1,2
1112,53,602,4,1,0
1113,74,602,4,0,6
1114,5,603,4,1,7
1115,84,603,4,0,15
1116,53,603,4,0,15
1117,96,604,4,1,3
1118,32,604,4,1,4
1119,56,605,4,1,1
1120,91,606,4,0,14
1121,93,606,4,1,7
1122,16,607,4,0,17
1123,71,608,4,1,-2
1124,45,609,4,1,3
1125,83,610,4,1,2
1126,61,611,4,0,11
1127,28,612,4,1,5
1128,45,612,4,0,16
1129,38,613,4,1,3
1130,67,614,4,1,-1
1131,65,614,4,1,0
1132,5,615,4,1,0
1133,12,616,4,1,2
1134,22,616,4,1,-2
1135,37,617,4,1,1
1136,30,618,4,1,-2
